Date,Precipitation,Max Temp,Mean Temp,Min Temp
5/7/2014,0,21,14,8
5/8/2014,0,17,13,9
5/9/2014,T,15,13,10
5/10/2014,8.64,27,21,14
5/11/2014,T,27,22,17
5/12/2014,0,29,21,11
5/13/2014,0,11,9,8
5/14/2014,T,17,13,8
5/15/2014,T,25,19,14
5/16/2014,1.52,23,19,15
5/17/2014,16.51,24,19,14
5/18/2014,0,17,14,11
5/19/2014,1.27,20,16,11
5/20/2014,T,21,16,12
5/21/2014,0,18,15,11
5/22/2014,6.35,15,13,11
5/23/2014,0.51,14,13,11
5/24/2014,4.57,16,14,11
5/25/2014,0,19,15,11
5/26/2014,0.25,26,19,13
5/27/2014,12.19,23,17,10
5/28/2014,2.03,10,8,7
5/29/2014,0,14,11,6
5/30/2014,2.79,19,14,9
5/31/2014,T,16,13,11
6/1/2014,0,19,15,11
6/2/2014,0,28,21,13
6/3/2014,0,22,18,14
6/4/2014,3.56,16,14,13
6/5/2014,19.81,16,15,14
6/6/2014,0,24,19,14
6/7/2014,0,27,22,16
6/8/2014,0,27,23,19
6/9/2014,T,27,23,19
6/10/2014,21.59,26,21,15
6/11/2014,T,17,16,14
6/12/2014,T,19,17,15
6/13/2014,13.72,18,17,15
6/14/2014,0.25,25,20,14
6/15/2014,0,27,21,14
6/16/2014,0,23,20,17
6/17/2014,0.51,29,23,17
6/18/2014,T,31,26,20
6/19/2014,0,29,24,19
6/20/2014,0,25,21,16
6/21/2014,0,24,19,14
6/22/2014,0,22,18,15
6/23/2014,0,25,20,15
6/24/2014,0,29,22,16
6/25/2014,0,32,26,19
6/26/2014,7.11,27,22,16
6/27/2014,0,22,19,15
6/28/2014,0,27,21,15
6/29/2014,0,30,23,17
6/30/2014,0,32,25,18
7/1/2014,0,32,26,21
7/2/2014,T,33,28,23
7/3/2014,7.11,33,27,21
7/4/2014,47.75,24,21,18
7/5/2014,8.89,27,21,15
7/6/2014,0,29,24,19
7/7/2014,2.03,31,26,21
7/8/2014,T,33,28,23
7/9/2014,0,31,27,23
7/10/2014,0,28,23,19
7/11/2014,0,23,20,17
7/12/2014,0,27,22,17
7/13/2014,T,29,25,20
7/14/2014,17.02,30,26,22
7/15/2014,T,29,26,22
7/16/2014,21.59,24,23,21
7/17/2014,0,27,23,19
7/18/2014,0,24,22,18
7/19/2014,0,22,20,17
7/20/2014,T,22,19,16
7/21/2014,0,23,19,16
7/22/2014,0,31,24,17
7/23/2014,0,33,28,22
7/24/2014,T,24,21,17
7/25/2014,0,28,23,17
7/26/2014,0,29,24,18
7/27/2014,8.89,27,23,19
7/28/2014,2.79,29,24,18
7/29/2014,0,26,22,18
7/30/2014,0,26,22,17
7/31/2014,0,27,22,17
8/1/2014,0,28,23,18
8/2/2014,0.76,22,19,17
8/3/2014,T,21,19,17
8/4/2014,T,27,22,17
8/5/2014,0,28,24,21
8/6/2014,0.25,28,25,21
8/7/2014,0.25,26,22,18
8/8/2014,0,29,23,16
8/9/2014,0,26,22,18
8/10/2014,0,27,23,19
8/11/2014,0,29,24,18
8/12/2014,0,28,23,18
8/13/2014,26.92,21,19,18
8/14/2014,0,25,21,17
8/15/2014,T,24,20,16
8/16/2014,0,26,21,16
8/17/2014,T,27,23,18
8/18/2014,0,26,22,17
8/19/2014,0,23,19,15
8/20/2014,0,23,19,15
8/21/2014,0,22,19,16
8/22/2014,2.03,22,20,17
8/23/2014,0,22,19,16
8/24/2014,0,24,21,17
8/25/2014,0,27,23,19
8/26/2014,0,29,24,18
8/27/2014,0.51,33,26,19
8/28/2014,0,28,23,18
8/29/2014,0,22,18,15
8/30/2014,0,26,21,14
8/31/2014,13.72,29,24,19
9/1/2014,0,29,26,22
9/2/2014,0.25,34,28,22
9/3/2014,0,29,26,22
9/4/2014,0,28,24,19
9/5/2014,0,33,26,19
9/6/2014,5.59,33,27,21
9/7/2014,3.81,24,21,17
9/8/2014,0,22,18,15
9/9/2014,0,21,18,16
9/10/2014,0,21,18,16
9/11/2014,0,27,22,17
9/12/2014,0,20,17,13
9/13/2014,3.3,19,16,12
9/14/2014,0,19,15,11
9/15/2014,0,19,14,9
9/16/2014,T,18,16,13
9/17/2014,0,21,17,12
9/18/2014,0,24,18,13
9/19/2014,0,13,11,8
9/20/2014,0,23,16,8
9/21/2014,0.25,28,23,17
9/22/2014,0,23,18,12
9/23/2014,0,22,16,10
9/24/2014,0,19,16,12
9/25/2014,0,17,14,12
9/26/2014,0,21,17,12
9/27/2014,0,27,22,16
9/28/2014,0,31,23,16
9/29/2014,T,23,19,14
9/30/2014,4.57,14,14,13
10/1/2014,29.46,14,14,13
10/2/2014,4.06,13,12,11
10/3/2014,0.25,13,11,9
10/4/2014,8.89,17,14,12
10/5/2014,0,16,13,9
10/6/2014,0,19,13,6
10/7/2014,0.25,23,18,13
10/8/2014,0.25,23,19,14
10/9/2014,0,19,14,10
10/10/2014,0,17,14,11
10/11/2014,7.87,12,11,8
10/12/2014,0,15,11,7
10/13/2014,0,17,12,7
10/14/2014,0,26,20,14
10/15/2014,0,27,22,16
10/16/2014,16,21,18,16
10/17/2014,0,22,18,14
10/18/2014,T,22,17,13
10/19/2014,0,13,10,6
10/20/2014,0,14,9,4
10/21/2014,T,17,13,9
10/22/2014,22.1,13,12,10
10/23/2014,57.15,12,11,9
10/24/2014,1.27,11,9,8
10/25/2014,0,18,13,8
10/26/2014,T,15,12,8
10/27/2014,0,17,13,8
10/28/2014,0,16,12,7
10/29/2014,0.51,23,17,11
10/30/2014,0,15,12,8
10/31/2014,0,12,10,7
11/1/2014,14.99,9,7,4
11/2/2014,7.87,6,3,1
11/3/2014,0,12,7,2
11/4/2014,0,14,11,7
11/5/2014,0,19,14,8
11/6/2014,14.99,11,9,8
11/7/2014,T,9,7,4
11/8/2014,0,9,6,2
11/9/2014,0,13,9,4
11/10/2014,0,14,9,3
11/11/2014,0,17,12,6
11/12/2014,0,16,12,8
11/13/2014,1.52,10,7,3
11/14/2014,5.84,7,4,1
11/15/2014,0,4,2,-1
11/16/2014,T,6,2,-2
11/17/2014,41.66,9,6,3
11/18/2014,0,7,2,-3
11/19/2014,0,3,-1,-4
11/20/2014,0,9,4,-1
11/21/2014,0,2,0,-3
11/22/2014,0,7,1,-4
11/23/2014,T,15,11,6
11/24/2014,7.11,18,12,6
11/25/2014,0,17,13,9
11/26/2014,36.58,10,6,1
11/27/2014,0.51,3,2,-1
11/28/2014,2.79,2,-1,-3
11/29/2014,0,1,-2,-5
11/30/2014,0,14,7,0
12/1/2014,0.25,18,11,4
12/2/2014,2.54,6,3,1
12/3/2014,11.18,11,7,3
12/4/2014,0,6,3,-1
12/5/2014,2.79,6,1,-3
12/6/2014,27.69,7,6,3
12/7/2014,3.3,3,-1,-6
12/8/2014,0.76,-2,-4,-8
12/9/2014,73.66,9,4,-2
12/10/2014,7.11,9,6,3
12/11/2014,0.51,4,2,0
12/12/2014,T,4,2,-1
12/13/2014,T,6,3,0
12/14/2014,0,7,4,1
12/15/2014,0,6,3,0
12/16/2014,T,7,4,2
12/17/2014,10.92,9,7,5
12/18/2014,0.25,7,4,2
12/19/2014,0,3,1,-2
12/20/2014,T,2,0,-3
12/21/2014,T,2,1,-1
12/22/2014,1.27,7,4,1
12/23/2014,6.35,8,7,6
12/24/2014,14.22,8,7,5
12/25/2014,3.56,15,11,7
12/26/2014,0,10,7,3
12/27/2014,0,11,7,3
12/28/2014,0.25,11,8,4
12/29/2014,0,5,2,-1
12/30/2014,0,-1,-3,-6
12/31/2014,0,-1,-4,-7
1/1/2015,0,1,-2,-6
1/2/2015,0,5,2,-1
1/3/2015,15.75,3,-1,-6
1/4/2015,14.48,11,7,2
1/5/2015,0,10,1,-8
1/6/2015,0.51,-8,-8,-9
1/7/2015,T,-3,-9,-16
1/8/2015,0,-7,-13,-18
1/9/2015,0.25,-1,-4,-7
1/10/2015,0,-4,-6,-8
1/11/2015,0,1,-4,-9
1/12/2015,5.08,3,2,1
1/13/2015,0,2,-4,-9
1/14/2015,T,-4,-7,-10
1/15/2015,3.05,-1,-2,-4
1/16/2015,0,3,-3,-9
1/17/2015,0,-6,-9,-13
1/18/2015,3.81,11,2,-7
1/19/2015,0,8,4,0
1/20/2015,0,4,1,-3
1/21/2015,0,1,-2,-6
1/22/2015,T,3,1,-2
1/23/2015,0,3,-1,-4
1/24/2015,18.03,1,1,-1
1/25/2015,0,3,-2,-7
1/26/2015,2.54,-2,-7,-12
1/27/2015,24.13,-7,-8,-10
1/28/2015,0.25,-4,-7,-11
1/29/2015,T,0,-6,-12
1/30/2015,1.52,1,-3,-7
1/31/2015,1.27,-6,-9,-12
2/1/2015,0,-1,-6,-11
2/2/2015,19.81,-1,-6,-12
2/3/2015,0,-6,-10,-14
2/4/2015,0,3,-3,-10
2/5/2015,2.29,2,-6,-14
2/6/2015,T,-6,-11,-15
2/7/2015,1.78,-2,-5,-9
2/8/2015,9.4,-2,-6,-11
2/9/2015,22.35,-4,-7,-10
2/10/2015,1.27,-1,-6,-10
2/11/2015,0.25,-4,-7,-10
2/12/2015,0.76,-1,-5,-9
2/13/2015,0,-6,-9,-14
2/14/2015,5.84,-1,-8,-16
2/15/2015,9.91,-7,-13,-19
2/16/2015,0,-7,-13,-19
2/17/2015,0.51,-5,-8,-12
2/18/2015,0.25,-2,-5,-8
2/19/2015,1.52,-1,-7,-12
2/20/2015,0,-7,-11,-15
2/21/2015,4.32,1,-7,-16
2/22/2015,2.79,4,1,-2
2/23/2015,0,1,-7,-16
2/24/2015,T,-7,-12,-17
2/25/2015,1.78,2,-4,-10
2/26/2015,0.51,-6,-7,-8
2/27/2015,0,-3,-6,-9
2/28/2015,0,-1,-6,-11
3/1/2015,4.32,-1,-6,-11
3/2/2015,0.25,3,0,-3
3/3/2015,6.6,1,-3,-7
3/4/2015,0.51,6,3,1
3/5/2015,T,4,-2,-8
3/6/2015,0,-4,-8,-13
3/7/2015,0,3,-2,-8
3/8/2015,T,6,1,-4
3/9/2015,0,9,3,-3
3/10/2015,1.52,9,4,-1
3/11/2015,0.25,14,8,3
3/12/2015,0,6,1,-4
3/13/2015,0,4,0,-4
3/14/2015,20.32,4,2,-1
3/15/2015,6.86,5,1,-3
3/16/2015,0,7,2,-3
3/17/2015,3.56,11,4,-2
3/18/2015,0,-1,-3,-6
3/19/2015,0,1,-3,-7
3/20/2015,1.27,0,-2,-5
3/21/2015,2.29,5,2,-2
3/22/2015,0,4,-1,-6
3/23/2015,0,1,-3,-8
3/24/2015,0,2,-2,-7
3/25/2015,1.02,9,4,-2
3/26/2015,20.32,13,8,3
3/27/2015,5.33,7,5,3
3/28/2015,3.05,4,2,-1
3/29/2015,0,6,1,-3
3/30/2015,T,7,3,-1
3/31/2015,0,10,7,3
4/1/2015,0,8,4,-1
4/2/2015,0,16,8,-1
4/3/2015,0.76,15,11,7
4/4/2015,9.91,11,7,2
4/5/2015,0,9,5,0
4/6/2015,0,6,4,2
4/7/2015,0.76,6,4,2
4/8/2015,6.6,6,3,1
4/9/2015,2.29,3,2,1
4/10/2015,2.29,13,8,2
4/11/2015,0,14,10,6
4/12/2015,0,20,12,4
4/13/2015,0,21,13,5
4/14/2015,0.25,18,15,11
4/15/2015,0,19,15,10
4/16/2015,0,16,11,5
4/17/2015,1.52,18,13,8
4/18/2015,0,16,11,6
4/19/2015,0,10,8,5
4/20/2015,15.49,11,8,5
4/21/2015,13.72,18,13,8
4/22/2015,T,19,13,6
4/23/2015,0,11,7,3
4/24/2015,T,10,7,3
4/25/2015,0,13,8,2
4/26/2015,0,13,10,6
4/27/2015,2.54,14,11,7
4/28/2015,1.78,18,12,6
4/29/2015,0,12,11,9
4/30/2015,0,13,10,7
5/1/2015,0,9,7,4
5/2/2015,0,10,7,4
5/3/2015,0,19,13,7
5/4/2015,0,29,19,9
5/5/2015,0.51,21,17,12
5/6/2015,0,23,17,11
5/7/2015,0,26,19,12
5/8/2015,0,22,15,8
5/9/2015,0,22,15,8
5/10/2015,0,32,23,15
5/11/2015,0,27,18,10
5/12/2015,0.51,31,20,9
5/13/2015,0,21,16,12
5/14/2015,0,21,15,9
5/15/2015,0,19,14,9
5/16/2015,T,22,17,13
5/17/2015,0,19,16,11
5/18/2015,0,14,12,9
5/19/2015,6.86,18,15,11
5/20/2015,0,19,15,11
5/21/2015,0,19,13,7
5/22/2015,T,24,18,11
5/23/2015,0,18,13,7
5/24/2015,0,28,19,11
5/25/2015,T,27,21,14
5/26/2015,0,31,24,18
5/27/2015,0,29,24,18
5/28/2015,T,30,24,18
5/29/2015,0,22,18,13
5/30/2015,0,31,23,14
5/31/2015,23.11,25,17,9
6/1/2015,9.65,9,9,8
6/2/2015,18.8,9,9,8
6/3/2015,0,13,11,8
6/4/2015,0,14,12,9
6/5/2015,T,15,13,10
6/6/2015,2.29,19,16,11
6/7/2015,0,19,16,12
6/8/2015,T,24,18,12
6/9/2015,T,26,22,18
6/10/2015,0,28,22,17
6/11/2015,0,31,24,18
6/12/2015,0,26,22,18
6/13/2015,T,29,24,18
6/14/2015,0,23,20,17
6/15/2015,10.16,17,15,12
6/16/2015,T,22,18,13
6/17/2015,0,21,18,15
6/18/2015,0,24,19,14
6/19/2015,0,30,24,17
6/20/2015,1.02,24,19,14
6/21/2015,43.69,24,20,16
6/22/2015,0,25,21,16
6/23/2015,0.25,31,23,16
6/24/2015,0,29,24,19
6/25/2015,0,27,23,18
6/26/2015,T,22,19,15
6/27/2015,5.08,20,17,14
6/28/2015,36.32,15,13,11
6/29/2015,T,24,18,12
6/30/2015,0,24,20,16
7/1/2015,12.7,28,22,17
7/2/2015,0,27,22,18
7/3/2015,0,24,21,17
7/4/2015,T,22,19,17
7/5/2015,0,28,22,16
7/6/2015,0,27,23,20
7/7/2015,0.51,29,24,18
7/8/2015,T,31,26,21
7/9/2015,3.81,21,19,17
7/10/2015,28.45,25,21,16
7/11/2015,0,28,24,20
7/12/2015,0,32,27,22
7/13/2015,0,25,22,19
7/14/2015,0.76,28,23,18
7/15/2015,T,28,24,19
7/16/2015,0,20,18,15
7/17/2015,T,24,20,16
7/18/2015,3.56,26,22,18
7/19/2015,T,32,27,22
7/20/2015,T,33,27,21
7/21/2015,T,27,24,21
7/22/2015,0,29,25,21
7/23/2015,0,28,24,19
7/24/2015,0.25,27,23,19
7/25/2015,0,21,19,17
7/26/2015,T,26,22,17
7/27/2015,1.52,30,25,20
7/28/2015,0,30,26,21
7/29/2015,0,33,28,22
7/30/2015,0.51,33,28,23
7/31/2015,0,32,27,23
8/1/2015,T,32,26,20
8/2/2015,0,31,26,20
8/3/2015,0,32,26,20
8/4/2015,12.45,32,26,19
8/5/2015,0,29,24,18
8/6/2015,0,28,23,18
8/7/2015,0,23,21,18
8/8/2015,0,24,21,16
8/9/2015,0,23,20,17
8/10/2015,0,28,23,17
8/11/2015,21.08,22,20,18
8/12/2015,0,29,25,20
8/13/2015,0,28,23,19
8/14/2015,0,30,24,17
8/15/2015,2.03,33,27,20
8/16/2015,0,32,26,19
8/17/2015,0,33,27,22
8/18/2015,3.56,31,26,22
8/19/2015,0,31,27,22
8/20/2015,0,26,23,20
8/21/2015,16,28,24,19
8/22/2015,T,23,21,19
8/23/2015,0.51,22,21,19
8/24/2015,T,24,22,20
8/25/2015,0,27,23,19
8/26/2015,T,29,25,21
8/27/2015,0,28,23,18
8/28/2015,0,24,21,18
8/29/2015,0,28,23,17
8/30/2015,0,31,26,21
8/31/2015,0,32,27,22
9/1/2015,0,26,23,21
9/2/2015,0,33,26,19
9/3/2015,0.25,28,24,21
9/4/2015,T,22,19,17
9/5/2015,0,23,19,14
9/6/2015,0,28,22,16
9/7/2015,0,34,27,19
9/8/2015,5.08,36,29,22
9/9/2015,0,34,28,22
9/10/2015,4.32,25,22,18
9/11/2015,16.76,23,20,17
9/12/2015,0.25,22,19,16
9/13/2015,9.65,19,18,17
9/14/2015,0,22,18,14
9/15/2015,0,29,23,17
9/16/2015,0,27,23,18
9/17/2015,0,32,25,18
9/18/2015,0,29,24,18
9/19/2015,0,26,22,17
9/20/2015,T,24,19,14
9/21/2015,0,19,16,12
9/22/2015,0,20,17,13
9/23/2015,0,20,16,12
9/24/2015,0,23,19,14
9/25/2015,0,19,16,13
9/26/2015,0,17,14,10
9/27/2015,0,18,13,9
9/28/2015,0,26,19,13
9/29/2015,1.02,29,24,18
9/30/2015,62.48,26,20,14
10/1/2015,T,15,14,12
10/2/2015,2.03,12,11,10
10/3/2015,0.25,12,11,9
10/4/2015,0,13,12,11
10/5/2015,0,16,13,9
10/6/2015,0,18,13,9
10/7/2015,0,22,17,11
10/8/2015,0,17,14,11
10/9/2015,8.64,22,17,11
10/10/2015,0,16,13,9
10/11/2015,0,20,14,9
10/12/2015,0,24,18,11
10/13/2015,3.05,22,18,13
10/14/2015,0,20,16,11
10/15/2015,0,17,13,8
10/16/2015,T,16,13,10
10/17/2015,T,13,9,4
10/18/2015,T,8,4,1
10/19/2015,0,9,4,-1
10/20/2015,T,19,13,7
10/21/2015,1.78,16,14,12
10/22/2015,T,23,17,11
10/23/2015,0,15,10,4
10/24/2015,0,9,7,3
10/25/2015,0.76,17,13,9
10/26/2015,0,11,9,6
10/27/2015,0,12,8,3
10/28/2015,9.14,18,12,6
10/29/2015,18.54,24,19,14
10/30/2015,0,16,11,6
10/31/2015,0,11,7,3
11/1/2015,T,17,13,9
11/2/2015,0,18,14,11
11/3/2015,0,23,16,8
11/4/2015,0,16,13,9
11/5/2015,0,24,17,10
11/6/2015,0,23,20,17
11/7/2015,0,21,16,10
11/8/2015,0,13,10,7
11/9/2015,0,16,11,5
11/10/2015,1.78,12,9,7
11/11/2015,13.72,10,9,8
11/12/2015,1.02,14,11,8
11/13/2015,0.25,15,12,8
11/14/2015,0,8,6,3
11/15/2015,0,12,8,3
11/16/2015,0,16,10,4
11/17/2015,0,7,4,1
11/18/2015,0,9,4,-1
11/19/2015,T,13,9,6
11/20/2015,21.84,16,12,7
11/21/2015,0,9,6,3
11/22/2015,7.62,9,6,2
11/23/2015,1.02,6,2,-1
11/24/2015,0,7,3,-2
11/25/2015,0,7,3,-1
11/26/2015,0,15,9,3
11/27/2015,0,18,13,9
11/28/2015,5.33,16,11,5
11/29/2015,0,7,3,0
11/30/2015,0,3,1,-2
12/1/2015,3.56,7,4,0
12/2/2015,8.13,11,7,4
12/3/2015,T,11,8,5
12/4/2015,0,9,6,3
12/5/2015,0,12,8,4
12/6/2015,0,15,9,2
12/7/2015,0,13,8,3
12/8/2015,T,7,5,3
12/9/2015,T,8,6,3
12/10/2015,T,14,11,6
12/11/2015,0,14,11,6
12/12/2015,0,16,13,9
12/13/2015,0,12,10,8
12/14/2015,10.67,14,11,8
12/15/2015,4.83,16,13,9
12/16/2015,0,9,6,3
12/17/2015,13.97,11,8,4
12/18/2015,1.02,11,8,4
12/19/2015,0,4,3,1
12/20/2015,0,5,2,-1
12/21/2015,0,12,6,0
12/22/2015,5.84,16,12,9
12/23/2015,19.3,13,11,7
12/24/2015,6.1,21,15,9
12/25/2015,0,17,13,9
12/26/2015,0,13,9,5
12/27/2015,6.6,10,7,3
12/28/2015,T,3,1,-2
12/29/2015,25.91,4,0,-4
12/30/2015,0.76,3,-1,-4
12/31/2015,2.03,8,4,1
1/1/2016,T,15,3,1
1/2/2016,0,4,2,-1
1/3/2016,0,17,3,-1
1/4/2016,T,2,-4,-10
1/5/2016,0,-3,-8,-13
1/6/2016,0,7,1,-6
1/7/2016,0,6,2,-3
1/8/2016,0,6,2,-1
1/9/2016,0.25,5,4,3
1/10/2016,35.05,14,9,3
1/11/2016,0,11,3,-4
1/12/2016,2.03,3,-2,-6
1/13/2016,T,1,-3,-6
1/14/2016,T,-1,-3,-6
1/15/2016,0,36,1,-3
1/16/2016,30.99,6,4,1
1/17/2016,2.54,3,1,-2
1/18/2016,2.79,-2,-4,-7
1/19/2016,0,-4,-6,-9
1/20/2016,0,1,-3,-7
1/21/2016,0,1,-3,-6
1/22/2016,0,0,-3,-7
1/23/2016,9.4,0,-3,-7
1/24/2016,T,2,-3,-8
1/25/2016,0,2,-1,-3
1/26/2016,0,11,4,-2
1/27/2016,0,7,3,-1
1/28/2016,0,6,1,-3
1/29/2016,T,5,3,1
1/30/2016,0,6,3,-1
1/31/2016,0,14,9,3
2/1/2016,0,18,11,4
2/2/2016,0,10,6,2
2/3/2016,8.38,14,8,2
2/4/2016,0.25,13,10,6
2/5/2016,24.38,6,1,-4
2/6/2016,0,2,-1,-4
2/7/2016,0,7,3,-2
2/8/2016,3.56,3,-2,-8
2/9/2016,T,-2,-4,-7
2/10/2016,T,2,-2,-7
2/11/2016,0.25,-1,-6,-12
2/12/2016,0,-4,-9,-13
2/13/2016,0,-4,-12,-20
2/14/2016,0,-11,-17,-23
2/15/2016,6.6,2,-7,-16
2/16/2016,16.76,12,6,-1
2/17/2016,0,8,4,1
2/18/2016,0,2,-1,-4
2/19/2016,T,3,-2,-7
2/20/2016,0.25,16,8,1
2/21/2016,0,12,9,6
2/22/2016,0,6,3,-1
2/23/2016,T,4,1,-3
2/24/2016,14.99,14,9,3
2/25/2016,20.57,17,11,5
2/26/2016,0,5,1,-3
2/27/2016,T,4,-1,-6
2/28/2016,0,14,8,2
2/29/2016,T,18,12,6
3/1/2016,0,9,6,1
3/2/2016,9.4,12,4,-4
3/3/2016,0,1,-2,-6
3/4/2016,T,-1,-2,-3
3/5/2016,0,1,-2,-5
3/6/2016,0,6,2,-1
3/7/2016,0,11,5,-1
3/8/2016,0,9,6,2
3/9/2016,0,25,15,4
3/10/2016,10.16,19,14,8
3/11/2016,2.29,10,8,5
3/12/2016,0,16,9,2
3/13/2016,0,17,12,7
3/14/2016,5.33,7,6,4
3/15/2016,28.96,7,6,5
3/16/2016,0.76,9,7,5
3/17/2016,1.78,18,12,6
3/18/2016,0.76,11,7,2
3/19/2016,0,7,3,-2
3/20/2016,0.51,2,-1,-3
3/21/2016,5.59,7,2,-2
3/22/2016,0,9,5,1
3/23/2016,T,17,12,6
3/24/2016,T,6,4,2
3/25/2016,4.06,8,6,3
3/26/2016,0,6,4,1
3/27/2016,0,6,3,1
3/28/2016,10.41,8,6,3
3/29/2016,0,11,7,3
3/30/2016,0,15,8,1
3/31/2016,0,22,14,6
4/1/2016,1.27,21,18,15
4/2/2016,8.13,15,11,6
4/3/2016,12.45,6,2,-2
4/4/2016,10.41,-1,-3,-4
4/5/2016,0,3,-1,-6
4/6/2016,0,6,1,-4
4/7/2016,26.16,14,10,6
4/8/2016,T,12,7,3
4/9/2016,0,8,4,0
4/10/2016,0,9,4,-1
4/11/2016,0.25,16,11,6
4/12/2016,5.59,16,11,6
4/13/2016,0,10,7,3
4/14/2016,0,9,7,3
4/15/2016,0,12,8,3
4/16/2016,0,12,9,5
4/17/2016,0,12,8,4
4/18/2016,0,19,13,6
4/19/2016,0.51,12,9,7
4/20/2016,0,11,9,7
4/21/2016,0,25,16,6
4/22/2016,T,26,20,14
4/23/2016,2.29,32,13,9
4/24/2016,0,10,8,6
4/25/2016,0,14,11,7
4/26/2016,6.86,11,7,3
4/27/2016,0,17,10,3
4/28/2016,0,12,9,5
4/29/2016,0,11,8,6
4/30/2016,0,13,9,5
5/1/2016,2.54,12,9,6
5/2/2016,9.91,11,8,6
5/3/2016,2.54,9,8,7
5/4/2016,12.19,10,8,6
5/5/2016,3.81,8,8,7
5/6/2016,2.29,12,10,8
5/7/2016,T,11,9,8
5/8/2016,0.51,17,13,8
5/9/2016,0,19,13,8
5/10/2016,0,22,15,8
5/11/2016,0,20,16,12
5/12/2016,0,19,16,12
5/13/2016,2.79,23,17,11
5/14/2016,T,25,20,15
5/15/2016,0,16,12,7
5/16/2016,0,15,11,6
5/17/2016,0,21,16,10
5/18/2016,0,15,12,9
5/19/2016,T,16,13,10
5/20/2016,0,22,16,11
5/21/2016,0,24,18,12
5/22/2016,T,17,14,11
5/23/2016,0,23,17,11
5/24/2016,6.6,15,13,11
5/25/2016,0,31,22,12
5/26/2016,0,26,21,14
5/27/2016,0,23,19,14
5/28/2016,0,33,27,19
5/29/2016,T,25,18,12
5/30/2016,28.7,24,18,11
5/31/2016,0,31,26,20
6/1/2016,0,23,18,14
6/2/2016,0,17,15,13
6/3/2016,0,21,18,14
6/4/2016,0,21,19,16
6/5/2016,23.11,20,18,16
6/6/2016,0,29,24,18
6/7/2016,3.81,30,24,17
6/8/2016,T,23,19,14
6/9/2016,0,21,17,12
6/10/2016,0,22,18,13
6/11/2016,0.51,20,16,12
6/12/2016,0,27,20,13
6/13/2016,0,23,18,12
6/14/2016,0,26,19,13
6/15/2016,0,29,24,19
6/16/2016,0,25,21,16
6/17/2016,3.05,23,19,15
6/18/2016,0,22,19,16
6/19/2016,0,28,21,14
6/20/2016,0,28,22,16
6/21/2016,0.51,31,24,18
6/22/2016,T,26,22,18
6/23/2016,0,25,21,16
6/24/2016,0,22,19,16
6/25/2016,0,23,19,15
6/26/2016,0,29,22,15
6/27/2016,0,30,24,18
6/28/2016,2.03,26,23,20
6/29/2016,0.76,31,25,19
6/30/2016,0,27,24,20
7/1/2016,5.08,30,25,20
7/2/2016,0,27,23,18
7/3/2016,0,29,23,18
7/4/2016,0,31,25,19
7/5/2016,5.84,24,21,18
7/6/2016,0,34,28,22
7/7/2016,0,26,21,16
7/8/2016,0.51,19,18,16
7/9/2016,2.79,18,17,15
7/10/2016,2.29,18,17,15
7/11/2016,T,22,19,15
7/12/2016,0,31,25,18
7/13/2016,0,33,26,18
7/14/2016,T,31,26,21
7/15/2016,0,36,29,22
7/16/2016,0,34,29,24
7/17/2016,0,26,23,20
7/18/2016,0.25,35,27,19
7/19/2016,0,29,24,20
7/20/2016,0,29,24,18
7/21/2016,0,33,26,19
7/22/2016,0,37,30,23
7/23/2016,T,34,28,22
7/24/2016,0,33,27,20
7/25/2016,0,33,27,19
7/26/2016,0,34,29,24
7/27/2016,0,31,27,23
7/28/2016,0,32,27,23
7/29/2016,1.52,26,24,22
7/30/2016,0,27,24,22
7/31/2016,3.81,23,22,20
8/1/2016,T,24,22,21
8/2/2016,1.02,23,21,18
8/3/2016,0,26,22,17
8/4/2016,0,28,23,18
8/5/2016,0,32,25,18
8/6/2016,0.51,32,27,21
8/7/2016,0,32,27,22
8/8/2016,0,28,24,21
8/9/2016,0,29,25,21
8/10/2016,5.84,27,23,20
8/11/2016,0,36,30,24
8/12/2016,0.25,37,31,26
8/13/2016,8.64,28,24,20
8/14/2016,4.57,36,28,21
8/15/2016,0,32,28,23
8/16/2016,T,27,24,21
8/17/2016,0,29,26,22
8/18/2016,T,32,27,21
8/19/2016,0,27,23,19
8/20/2016,0,30,24,19
8/21/2016,0.25,26,22,18
8/22/2016,22.61,27,23,18
8/23/2016,0,28,22,16
8/24/2016,0,31,25,18
8/25/2016,0,31,26,20
8/26/2016,0,33,28,23
8/27/2016,0,28,24,21
8/28/2016,0,26,22,19
8/29/2016,0,32,27,21
8/30/2016,0,25,22,18
8/31/2016,T,28,24,20
9/1/2016,0.51,24,22,20
9/2/2016,0,24,21,18
9/3/2016,0,21,18,16
9/4/2016,0,22,19,16
9/5/2016,1.78,23,19,16
9/6/2016,3.56,22,20,17
9/7/2016,0.76,24,22,18
9/8/2016,T,24,22,19
9/9/2016,T,34,28,23
9/10/2016,0.25,26,23,21
9/11/2016,0.76,28,23,17
9/12/2016,0,22,19,15
9/13/2016,0,28,22,16
9/14/2016,1.52,32,24,17
9/15/2016,0,19,17,14
9/16/2016,0,21,17,12
9/17/2016,0,26,19,13
9/18/2016,T,28,23,19
9/19/2016,8.38,23,22,19
9/20/2016,0,24,22,19
9/21/2016,0,28,24,21
9/22/2016,0,26,21,16
9/23/2016,8.64,28,21,13
9/24/2016,T,19,16,12
