Date,Precipitation,Max Temp,Mean Temp,Min Temp
9/25/2016,0,19,14,9
9/26/2016,0,18,13,9
9/27/2016,5.59,22,19,15
9/28/2016,T,16,15,13
9/29/2016,0,16,14,12
9/30/2016,3.3,17,15,13
10/1/2016,18.03,15,14,12
10/2/2016,0.76,14,13,12
10/3/2016,0,20,17,13
10/4/2016,T,17,14,10
10/5/2016,0,16,12,9
10/6/2016,0,19,14,9
10/7/2016,0,20,16,12
10/8/2016,0.25,20,16,11
10/9/2016,46.74,18,14,9
10/10/2016,0,15,11,7
10/11/2016,0,15,11,7
10/12/2016,0,17,13,9
10/13/2016,T,22,17,11
10/14/2016,0,16,12,8
10/15/2016,0,13,9,6
10/16/2016,0,22,15,8
10/17/2016,T,24,21,17
10/18/2016,3.56,21,17,14
10/19/2016,0,27,22,17
10/20/2016,2.03,17,15,13
10/21/2016,28.19,24,19,15
10/22/2016,3.81,18,13,7
10/23/2016,0,14,11,7
10/24/2016,0,16,12,8
10/25/2016,0,9,7,4
10/26/2016,0,9,6,3
10/27/2016,16.51,9,6,1
10/28/2016,15.49,13,10,7
10/29/2016,T,14,10,6
10/30/2016,3.3,18,13,8
10/31/2016,0,11,7,3
11/1/2016,0,11,6,1
11/2/2016,0,21,14,7
11/3/2016,2.03,18,14,11
11/4/2016,0,14,9,4
11/5/2016,0,14,8,2
11/6/2016,2.29,11,9,6
11/7/2016,0,8,6,2
11/8/2016,0,15,9,3
11/9/2016,0.25,17,12,7
11/10/2016,T,12,8,4
11/11/2016,0,16,9,3
11/12/2016,0,9,5,1
11/13/2016,0,16,11,5
11/14/2016,0,19,12,4
11/15/2016,25.15,14,11,8
11/16/2016,0.76,13,12,11
11/17/2016,0,14,11,7
11/18/2016,0,17,12,6
11/19/2016,T,11,8,6
11/20/2016,2.03,9,5,0
11/21/2016,T,3,1,-1
11/22/2016,0,6,3,0
11/23/2016,0,7,4,1
11/24/2016,1.27,7,4,1
11/25/2016,0.76,9,7,4
11/26/2016,0,8,6,3
11/27/2016,0,8,5,2
11/28/2016,0,8,4,1
11/29/2016,10.92,14,8,1
11/30/2016,23.11,11,8,6
12/1/2016,7.87,14,10,6
12/2/2016,0,11,7,3
12/3/2016,0,7,4,2
12/4/2016,0,6,3,-1
12/5/2016,3.56,4,2,-1
12/6/2016,0,7,4,1
12/7/2016,2.03,6,4,2
12/8/2016,0,6,4,1
12/9/2016,0,3,-1,-4
12/10/2016,0,-2,-4,-6
12/11/2016,0.51,2,-2,-7
12/12/2016,10.67,7,3,-2
12/13/2016,0,6,4,2
12/14/2016,0,6,2,-3
12/15/2016,T,0,-5,-10
12/16/2016,0,-7,-11,-16
12/17/2016,13.46,2,-2,-6
12/18/2016,2.79,14,7,1
12/19/2016,0,1,-3,-7
12/20/2016,0,1,-3,-8
12/21/2016,0,7,3,-2
12/22/2016,0.51,4,2,-1
12/23/2016,0,8,5,2
12/24/2016,9.65,7,4,2
12/25/2016,0,7,2,-3
12/26/2016,0.25,9,2,-4
12/27/2016,T,14,9,4
12/28/2016,0,6,3,0
12/29/2016,29.46,6,2,-2
12/30/2016,T,5,2,-1
12/31/2016,1.78,6,1,-3
1/1/2017,2.03,7,4,1
1/2/2017,0,5,1,-2
1/3/2017,11.94,7,6,4
1/4/2017,1.02,9,6,1
1/5/2017,0,1,-1,-3
1/6/2017,1.02,-1,-2,-4
1/7/2017,3.05,-4,-7,-8
1/8/2017,0,-6,-9,-11
1/9/2017,0,-7,-10,-12
1/10/2017,3.56,4,-2,-9
1/11/2017,2.29,13,8,4
1/12/2017,3.05,16,10,4
1/13/2017,3.81,16,11,5
1/14/2017,0,-1,-4,-8
1/15/2017,0,3,0,-3
1/16/2017,0,6,1,-5
1/17/2017,7.62,6,3,0
1/18/2017,9.14,4,2,0
1/19/2017,0,8,4,-1
1/20/2017,0,4,3,1
1/21/2017,0,13,8,3
1/22/2017,1.52,9,7,4
1/23/2017,7.87,4,3,2
1/24/2017,27.69,6,4,2
1/25/2017,0.51,7,4,2
1/26/2017,1.27,11,7,3
1/27/2017,T,7,4,2
1/28/2017,0,4,2,0
1/29/2017,0,6,3,-1
1/30/2017,0,2,-1,-4
1/31/2017,1.52,-2,-4,-7
2/1/2017,1.27,6,2,-3
2/2/2017,0,4,2,-2
2/3/2017,0,1,-2,-4
2/4/2017,0,1,-3,-6
2/5/2017,0,7,2,-3
2/6/2017,0,4,2,0
2/7/2017,11.18,11,6,1
2/8/2017,0.51,11,4,-4
2/9/2017,9.91,4,-4,-12
2/10/2017,T,-4,-8,-12
2/11/2017,5.33,-1,-5,-9
2/12/2017,19.56,2,-3,-7
2/13/2017,2.29,1,-2,-4
2/14/2017,0,1,-2,-6
2/15/2017,5.59,4,1,-3
2/16/2017,1.78,2,-1,-3
2/17/2017,0,5,0,-5
2/18/2017,0,9,3,-3
2/19/2017,0,15,9,4
2/20/2017,0,9,5,1
2/21/2017,0,4,2,-1
2/22/2017,0,13,8,3
2/23/2017,0,20,12,4
2/24/2017,0,23,16,8
2/25/2017,2.54,21,15,9
2/26/2017,0,9,5,0
2/27/2017,0,13,6,-1
2/28/2017,0,11,7,4
3/1/2017,0.51,17,13,9
3/2/2017,0,14,7,-1
3/3/2017,0.25,2,-2,-7
3/4/2017,T,-6,-9,-12
3/5/2017,0,0,-6,-13
3/6/2017,0,3,-3,-9
3/7/2017,0.51,9,4,-1
3/8/2017,1.27,14,10,6
3/9/2017,0,11,7,3
3/10/2017,5.08,3,-1,-5
3/11/2017,0.51,-5,-8,-12
3/12/2017,0,-3,-8,-13
3/13/2017,0,1,-4,-10
3/14/2017,41.15,3,1,-3
3/15/2017,0,-2,-4,-7
3/16/2017,0,2,-2,-6
3/17/2017,0,6,2,-3
3/18/2017,0,2,-1,-4
3/19/2017,0.25,3,2,-1
3/20/2017,0,12,6,0
3/21/2017,0,12,8,4
3/22/2017,T,6,-1,-8
3/23/2017,0,3,-2,-8
3/24/2017,0.76,8,3,-3
3/25/2017,2.03,8,5,1
3/26/2017,T,5,2,-1
3/27/2017,12.19,7,4,2
3/28/2017,18.29,4,3,2
3/29/2017,1.52,8,6,3
3/30/2017,0,9,5,1
3/31/2017,22.1,4,3,1
4/1/2017,39.62,3,2,1
4/2/2017,T,14,7,1
4/3/2017,0,13,8,3
4/4/2017,17.27,6,5,3
4/5/2017,T,5,4,3
4/6/2017,34.54,12,7,3
4/7/2017,T,12,9,5
4/8/2017,0,9,6,3
