Date,company_code,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-02-24,CMG,419.47,421.436,411.62,420.9,942294.0,0.0,1.0,419.47,421.436,411.62,420.9,942294.0
2017-02-23,CMG,427.14,429.87,420.71,422.38,573631.0,0.0,1.0,427.14,429.87,420.71,422.38,573631.0
2017-02-22,CMG,432.0,434.3699,426.99,427.61,666071.0,0.0,1.0,432.0,434.3699,426.99,427.61,666071.0
2017-02-21,CMG,429.0,434.69,428.73,432.36,911527.0,0.0,1.0,429.0,434.69,428.73,432.36,911527.0
2017-02-17,CMG,424.46,428.52,423.19,427.61,543944.0,0.0,1.0,424.46,428.52,423.19,427.61,543944.0
2017-02-16,CMG,423.36,426.54,421.33,424.76,560368.0,0.0,1.0,423.36,426.54,421.33,424.76,560368.0
2017-02-15,CMG,420.05,425.5909,419.01,423.34,822293.0,0.0,1.0,420.05,425.5909,419.01,423.34,822293.0
2017-02-14,CMG,414.15,420.98,413.51,419.54,640046.0,0.0,1.0,414.15,420.98,413.51,419.54,640046.0
2017-02-13,CMG,415.72,419.47,413.55,414.14,586649.0,0.0,1.0,415.72,419.47,413.55,414.14,586649.0
2017-02-10,CMG,416.26,420.76,412.77,413.36,880002.0,0.0,1.0,416.26,420.76,412.77,413.36,880002.0
2017-02-09,CMG,404.35,417.51,403.63,415.31,1292887.0,0.0,1.0,404.35,417.51,403.63,415.31,1292887.0
2017-02-08,CMG,400.5,408.23,398.69,402.94,1075651.0,0.0,1.0,400.5,408.23,398.69,402.94,1075651.0
2017-02-07,CMG,396.25,401.5,395.72,398.64,1270291.0,0.0,1.0,396.25,401.5,395.72,398.64,1270291.0
2017-02-06,CMG,398.81,402.0,395.08,395.59,1498528.0,0.0,1.0,398.81,402.0,395.08,395.59,1498528.0
2017-02-03,CMG,430.945,434.585,402.892,404.08,3570510.0,0.0,1.0,430.945,434.585,402.892,404.08,3570510.0
2017-02-02,CMG,420.0,427.6699,413.67,423.3,1316199.0,0.0,1.0,420.0,427.6699,413.67,423.3,1316199.0
2017-02-01,CMG,420.31,422.58,417.61,420.23,749782.0,0.0,1.0,420.31,422.58,417.61,420.23,749782.0
2017-01-31,CMG,416.73,422.25,415.48,421.44,737616.0,0.0,1.0,416.73,422.25,415.48,421.44,737616.0
2017-01-30,CMG,416.21,421.7,414.735,417.95,587732.0,0.0,1.0,416.21,421.7,414.735,417.95,587732.0
2017-01-27,CMG,419.06,419.5,412.17,416.6,553445.0,0.0,1.0,419.06,419.5,412.17,416.6,553445.0
2017-01-26,CMG,421.0,425.1,417.5,418.73,470387.0,0.0,1.0,421.0,425.1,417.5,418.73,470387.0
2017-01-25,CMG,419.0,425.61,418.57,419.54,732060.0,0.0,1.0,419.0,425.61,418.57,419.54,732060.0
2017-01-24,CMG,407.72,419.57,405.781,417.88,687911.0,0.0,1.0,407.72,419.57,405.781,417.88,687911.0
2017-01-23,CMG,405.71,409.26,402.01,407.72,632364.0,0.0,1.0,405.71,409.26,402.01,407.72,632364.0
2017-01-20,CMG,408.91,409.98,404.81,405.2,581261.0,0.0,1.0,408.91,409.98,404.81,405.2,581261.0
2017-01-19,CMG,409.7,410.95,406.0,408.87,503020.0,0.0,1.0,409.7,410.95,406.0,408.87,503020.0
2017-01-18,CMG,407.35,411.0,399.03,409.74,823736.0,0.0,1.0,407.35,411.0,399.03,409.74,823736.0
2017-01-17,CMG,406.41,411.87,404.41,405.87,833798.0,0.0,1.0,406.41,411.87,404.41,405.87,833798.0
2017-01-13,CMG,409.93,413.95,409.01,410.75,572404.0,0.0,1.0,409.93,413.95,409.01,410.75,572404.0
2017-01-12,CMG,411.63,414.0,407.8,409.35,850428.0,0.0,1.0,411.63,414.0,407.8,409.35,850428.0
2017-01-11,CMG,412.85,418.32,410.35,413.93,1273917.0,0.0,1.0,412.85,418.32,410.35,413.93,1273917.0
2017-01-10,CMG,412.64,420.23,408.201,414.48,3214128.0,0.0,1.0,412.64,420.23,408.201,414.48,3214128.0
2017-01-09,CMG,398.7,399.25,392.11,395.06,793405.0,0.0,1.0,398.7,399.25,392.11,395.06,793405.0
2017-01-06,CMG,391.5,399.8,390.3564,398.44,1149646.0,0.0,1.0,391.5,399.8,390.3564,398.44,1149646.0
2017-01-05,CMG,382.62,392.67,379.05,391.89,1316727.0,0.0,1.0,382.62,392.67,379.05,391.89,1316727.0
2017-01-04,CMG,374.91,383.9,372.87,381.86,984373.0,0.0,1.0,374.91,383.9,372.87,381.86,984373.0
2017-01-03,CMG,379.11,380.38,374.08,374.77,868896.0,0.0,1.0,379.11,380.38,374.08,374.77,868896.0
2016-12-30,CMG,376.52,382.49,375.16,377.32,889913.0,0.0,1.0,376.52,382.49,375.16,377.32,889913.0
2016-12-29,CMG,385.57,387.0,375.13,376.61,894298.0,0.0,1.0,385.57,387.0,375.13,376.61,894298.0
2016-12-28,CMG,389.6,390.88,385.16,385.37,504863.0,0.0,1.0,389.6,390.88,385.16,385.37,504863.0
2016-12-27,CMG,388.52,392.33,388.02,388.75,557712.0,0.0,1.0,388.52,392.33,388.02,388.75,557712.0
2016-12-23,CMG,390.79,394.28,388.59,389.77,483099.0,0.0,1.0,390.79,394.28,388.59,389.77,483099.0
2016-12-22,CMG,393.89,396.45,390.23,391.16,826116.0,0.0,1.0,393.89,396.45,390.23,391.16,826116.0
2016-12-21,CMG,389.0,394.91,388.25,393.5,814613.0,0.0,1.0,389.0,394.91,388.25,393.5,814613.0
2016-12-20,CMG,390.51,392.91,387.26,389.47,624335.0,0.0,1.0,390.51,392.91,387.26,389.47,624335.0
2016-12-19,CMG,390.54,395.9,389.001,389.5,673329.0,0.0,1.0,390.54,395.9,389.001,389.5,673329.0
2016-12-16,CMG,383.05,394.88,383.05,392.07,1375601.0,0.0,1.0,383.05,394.88,383.05,392.07,1375601.0
2016-12-15,CMG,376.0,385.79,375.05,382.35,1117929.0,0.0,1.0,376.0,385.79,375.05,382.35,1117929.0
2016-12-14,CMG,376.83,385.2,374.0,375.7,1198593.0,0.0,1.0,376.83,385.2,374.0,375.7,1198593.0
2016-12-13,CMG,379.0,381.0,375.0,377.22,1127288.0,0.0,1.0,379.0,381.0,375.0,377.22,1127288.0
2016-12-12,CMG,375.31,384.525,374.25,382.48,2101517.0,0.0,1.0,375.31,384.525,374.25,382.48,2101517.0
2016-12-09,CMG,369.03,371.6,366.07,370.0,1286670.0,0.0,1.0,369.03,371.6,366.07,370.0,1286670.0
2016-12-08,CMG,368.15,375.23,366.491,369.06,1354234.0,0.0,1.0,368.15,375.23,366.491,369.06,1354234.0
2016-12-07,CMG,368.75,369.9499,362.45,368.06,1599595.0,0.0,1.0,368.75,369.9499,362.45,368.06,1599595.0
2016-12-06,CMG,379.92,381.77,362.55,366.37,4936986.0,0.0,1.0,379.92,381.77,362.55,366.37,4936986.0
2016-12-05,CMG,400.02,410.83,395.4,396.27,1128907.0,0.0,1.0,400.02,410.83,395.4,396.27,1128907.0
2016-12-02,CMG,399.84,408.25,398.4,400.03,839281.0,0.0,1.0,399.84,408.25,398.4,400.03,839281.0
2016-12-01,CMG,396.99,406.88,396.94,402.38,926353.0,0.0,1.0,396.99,406.88,396.94,402.38,926353.0
2016-11-30,CMG,396.2,402.8599,395.64,396.33,905136.0,0.0,1.0,396.2,402.8599,395.64,396.33,905136.0
2016-11-29,CMG,399.9,402.9595,394.69,395.11,758016.0,0.0,1.0,399.9,402.9595,394.69,395.11,758016.0
2016-11-28,CMG,406.99,409.885,399.28,399.39,838756.0,0.0,1.0,406.99,409.885,399.28,399.39,838756.0
2016-11-25,CMG,410.93,412.8,405.055,410.28,355646.0,0.0,1.0,410.93,412.8,405.055,410.28,355646.0
2016-11-23,CMG,406.0,414.74,404.7,410.41,614300.0,0.0,1.0,406.0,414.74,404.7,410.41,614300.0
2016-11-22,CMG,409.66,411.54,401.65,405.99,877007.0,0.0,1.0,409.66,411.54,401.65,405.99,877007.0
2016-11-21,CMG,410.59,413.5,407.36,412.38,815113.0,0.0,1.0,410.59,413.5,407.36,412.38,815113.0
2016-11-18,CMG,407.37,417.37,400.71,411.8,1500654.0,0.0,1.0,407.37,417.37,400.71,411.8,1500654.0
2016-11-17,CMG,395.7,407.84,394.1075,402.9,1115807.0,0.0,1.0,395.7,407.84,394.1075,402.9,1115807.0
2016-11-16,CMG,399.0,408.4947,397.14,402.9,985005.0,0.0,1.0,399.0,408.4947,397.14,402.9,985005.0
2016-11-15,CMG,412.99,413.2,397.92,400.0,1230102.0,0.0,1.0,412.99,413.2,397.92,400.0,1230102.0
2016-11-14,CMG,398.56,419.3,397.63,414.18,1869860.0,0.0,1.0,398.56,419.3,397.63,414.18,1869860.0
2016-11-11,CMG,390.35,398.95,388.13,397.08,1146396.0,0.0,1.0,390.35,398.95,388.13,397.08,1146396.0
2016-11-10,CMG,372.55,396.82,372.4015,391.83,2186782.0,0.0,1.0,372.55,396.82,372.4015,391.83,2186782.0
2016-11-09,CMG,371.5,380.99,368.9,369.52,2006935.0,0.0,1.0,371.5,380.99,368.9,369.52,2006935.0
2016-11-08,CMG,379.94,381.02,370.79,378.54,1318184.0,0.0,1.0,379.94,381.02,370.79,378.54,1318184.0
2016-11-07,CMG,377.05,386.79,373.67,382.49,1491750.0,0.0,1.0,377.05,386.79,373.67,382.49,1491750.0
2016-11-04,CMG,374.59,379.0,369.76,370.43,1015093.0,0.0,1.0,374.59,379.0,369.76,370.43,1015093.0
2016-11-03,CMG,367.32,376.73,366.51,374.71,1356483.0,0.0,1.0,367.32,376.73,366.51,374.71,1356483.0
2016-11-02,CMG,361.58,370.6,358.6276,369.63,1600531.0,0.0,1.0,361.58,370.6,358.6276,369.63,1600531.0
2016-11-01,CMG,360.28,364.78,352.96,359.92,1416761.0,0.0,1.0,360.28,364.78,352.96,359.92,1416761.0
2016-10-31,CMG,370.11,372.51,360.15,360.76,1259783.0,0.0,1.0,370.11,372.51,360.15,360.76,1259783.0
2016-10-28,CMG,368.68,373.0,366.19,370.08,1183373.0,0.0,1.0,368.68,373.0,366.19,370.08,1183373.0
2016-10-27,CMG,369.39,373.45,363.58,368.59,1936101.0,0.0,1.0,369.39,373.45,363.58,368.59,1936101.0
2016-10-26,CMG,387.24,388.85,362.82,368.02,6289809.0,0.0,1.0,387.24,388.85,362.82,368.02,6289809.0
2016-10-25,CMG,410.51,417.61,403.785,405.67,2207268.0,0.0,1.0,410.51,417.61,403.785,405.67,2207268.0
2016-10-24,CMG,416.44,417.83,407.93,413.35,1308385.0,0.0,1.0,416.44,417.83,407.93,413.35,1308385.0
2016-10-21,CMG,405.53,415.46,403.38,411.94,1034304.0,0.0,1.0,405.53,415.46,403.38,411.94,1034304.0
2016-10-20,CMG,403.79,410.3587,402.0001,405.1,765129.0,0.0,1.0,403.79,410.3587,402.0001,405.1,765129.0
2016-10-19,CMG,394.39,406.83,394.39,405.25,916877.0,0.0,1.0,394.39,406.83,394.39,405.25,916877.0
2016-10-18,CMG,395.7,398.0,389.1001,393.96,1180670.0,0.0,1.0,395.7,398.0,389.1001,393.96,1180670.0
2016-10-17,CMG,401.05,401.925,393.0,394.35,1244549.0,0.0,1.0,401.05,401.925,393.0,394.35,1244549.0
2016-10-14,CMG,411.15,414.95,403.16,404.14,974281.0,0.0,1.0,411.15,414.95,403.16,404.14,974281.0
2016-10-13,CMG,414.11,416.0,408.25,409.81,869874.0,0.0,1.0,414.11,416.0,408.25,409.81,869874.0
2016-10-12,CMG,423.22,425.0,417.092,418.52,712944.0,0.0,1.0,423.22,425.0,417.092,418.52,712944.0
2016-10-11,CMG,437.74,437.74,418.0,423.02,2031252.0,0.0,1.0,437.74,437.74,418.0,423.02,2031252.0
2016-10-10,CMG,433.72,440.0,429.0,437.88,1281567.0,0.0,1.0,433.72,440.0,429.0,437.88,1281567.0
2016-10-07,CMG,426.08,432.0,425.42,429.91,980383.0,0.0,1.0,426.08,432.0,425.42,429.91,980383.0
2016-10-06,CMG,425.9,428.86,423.1,424.49,564275.0,0.0,1.0,425.9,428.86,423.1,424.49,564275.0
2016-10-05,CMG,427.95,430.9599,424.4,427.84,628819.0,0.0,1.0,427.95,430.9599,424.4,427.84,628819.0
2016-10-04,CMG,433.09,434.14,425.33,427.27,655556.0,0.0,1.0,433.09,434.14,425.33,427.27,655556.0
2016-10-03,CMG,423.03,433.95,422.54,430.87,890558.0,0.0,1.0,423.03,433.95,422.54,430.87,890558.0
2016-09-30,CMG,421.36,428.9,418.011,423.5,996478.0,0.0,1.0,421.36,428.9,418.011,423.5,996478.0
2016-09-29,CMG,418.0,425.4999,415.42,420.73,905259.0,0.0,1.0,418.0,425.4999,415.42,420.73,905259.0
2016-09-28,CMG,419.81,421.33,413.22,418.31,819193.0,0.0,1.0,419.81,421.33,413.22,418.31,819193.0
2016-09-27,CMG,419.5,422.4986,415.43,418.95,644091.0,0.0,1.0,419.5,422.4986,415.43,418.95,644091.0
2016-09-26,CMG,412.73,422.6,408.59,419.88,1070789.0,0.0,1.0,412.73,422.6,408.59,419.88,1070789.0
2016-09-23,CMG,409.18,417.74,408.72,413.81,1041254.0,0.0,1.0,409.18,417.74,408.72,413.81,1041254.0
2016-09-22,CMG,404.0,410.43,403.0595,410.16,958962.0,0.0,1.0,404.0,410.43,403.0595,410.16,958962.0
2016-09-21,CMG,398.3,403.49,395.5,399.75,924212.0,0.0,1.0,398.3,403.49,395.5,399.75,924212.0
2016-09-20,CMG,402.76,404.905,395.11,400.42,1490667.0,0.0,1.0,402.76,404.905,395.11,400.42,1490667.0
2016-09-19,CMG,409.48,410.6558,401.32,402.76,1139257.0,0.0,1.0,409.48,410.6558,401.32,402.76,1139257.0
2016-09-16,CMG,413.06,414.8887,406.5,409.32,1213942.0,0.0,1.0,413.06,414.8887,406.5,409.32,1213942.0
2016-09-15,CMG,414.9,418.94,411.5804,413.96,1131389.0,0.0,1.0,414.9,418.94,411.5804,413.96,1131389.0
2016-09-14,CMG,423.66,424.59,412.11,414.9,873312.0,0.0,1.0,423.66,424.59,412.11,414.9,873312.0
2016-09-13,CMG,424.32,425.13,417.71,421.36,995763.0,0.0,1.0,424.32,425.13,417.71,421.36,995763.0
2016-09-12,CMG,423.39,429.7436,422.99,428.9,778025.0,0.0,1.0,423.39,429.7436,422.99,428.9,778025.0
2016-09-09,CMG,434.83,436.26,426.41,426.55,992495.0,0.0,1.0,434.83,436.26,426.41,426.55,992495.0
2016-09-08,CMG,437.55,440.24,434.761,436.31,1236815.0,0.0,1.0,437.55,440.24,434.761,436.31,1236815.0
2016-09-07,CMG,431.23,441.2,430.0,438.45,3222218.0,0.0,1.0,431.23,441.2,430.0,438.45,3222218.0
2016-09-06,CMG,408.25,415.48,406.0231,414.07,1072133.0,0.0,1.0,408.25,415.48,406.0231,414.07,1072133.0
2016-09-02,CMG,414.25,414.89,408.0501,408.41,1006944.0,0.0,1.0,414.25,414.89,408.0501,408.41,1006944.0
2016-09-01,CMG,415.81,415.89,410.64,414.68,793405.0,0.0,1.0,415.81,415.89,410.64,414.68,793405.0
2016-08-31,CMG,415.25,418.95,412.0006,413.73,1141070.0,0.0,1.0,415.25,418.95,412.0006,413.73,1141070.0
2016-08-30,CMG,422.46,423.48,412.68,415.15,1221322.0,0.0,1.0,422.46,423.48,412.68,415.15,1221322.0
2016-08-29,CMG,420.0,426.62,419.2,423.02,1179471.0,0.0,1.0,420.0,426.62,419.2,423.02,1179471.0
2016-08-26,CMG,413.44,419.23,412.02,418.75,1026300.0,0.0,1.0,413.44,419.23,412.02,418.75,1026300.0
2016-08-25,CMG,403.75,416.9,402.49,413.34,1503234.0,0.0,1.0,403.75,416.9,402.49,413.34,1503234.0
2016-08-24,CMG,397.0,405.5,396.86,403.75,1085221.0,0.0,1.0,397.0,405.5,396.86,403.75,1085221.0
2016-08-23,CMG,396.02,399.0,391.96,397.0,787332.0,0.0,1.0,396.02,399.0,391.96,397.0,787332.0
2016-08-22,CMG,389.0,397.25,388.53,396.04,1104885.0,0.0,1.0,389.0,397.25,388.53,396.04,1104885.0
2016-08-19,CMG,393.76,395.01,387.01,388.5,1323656.0,0.0,1.0,393.76,395.01,387.01,388.5,1323656.0
2016-08-18,CMG,396.97,397.81,392.57,394.91,1044792.0,0.0,1.0,396.97,397.81,392.57,394.91,1044792.0
2016-08-17,CMG,401.0,401.884,395.1642,399.18,792015.0,0.0,1.0,401.0,401.884,395.1642,399.18,792015.0
2016-08-16,CMG,398.47,405.26,396.5,400.86,698512.0,0.0,1.0,398.47,405.26,396.5,400.86,698512.0
2016-08-15,CMG,397.33,399.89,394.4,397.48,703540.0,0.0,1.0,397.33,399.89,394.4,397.48,703540.0
2016-08-12,CMG,396.71,399.0,395.62,397.33,793096.0,0.0,1.0,396.71,399.0,395.62,397.33,793096.0
2016-08-11,CMG,395.07,399.16,394.2,398.22,677324.0,0.0,1.0,395.07,399.16,394.2,398.22,677324.0
2016-08-10,CMG,395.0,397.32,391.2001,395.07,814212.0,0.0,1.0,395.0,397.32,391.2001,395.07,814212.0
2016-08-09,CMG,401.17,404.76,394.36,395.1,655408.0,0.0,1.0,401.17,404.76,394.36,395.1,655408.0
2016-08-08,CMG,402.48,404.2558,400.7,401.4,547058.0,0.0,1.0,402.48,404.2558,400.7,401.4,547058.0
2016-08-05,CMG,399.45,403.64,398.27,401.13,808757.0,0.0,1.0,399.45,403.64,398.27,401.13,808757.0
2016-08-04,CMG,402.0,404.7699,394.3358,397.2,873106.0,0.0,1.0,402.0,404.7699,394.3358,397.2,873106.0
2016-08-03,CMG,402.0,407.64,400.0,402.56,785903.0,0.0,1.0,402.0,407.64,400.0,402.56,785903.0
2016-08-02,CMG,412.7,412.7,401.201,402.64,1195531.0,0.0,1.0,412.7,412.7,401.201,402.64,1195531.0
2016-08-01,CMG,423.6,426.0,413.86,414.08,1004483.0,0.0,1.0,423.6,426.0,413.86,414.08,1004483.0
2016-07-29,CMG,428.69,430.53,422.7,423.99,783598.0,0.0,1.0,428.69,430.53,422.7,423.99,783598.0
2016-07-28,CMG,425.56,432.769,421.27,430.55,844628.0,0.0,1.0,425.56,432.769,421.27,430.55,844628.0
2016-07-27,CMG,431.9,434.71,425.64,426.06,696142.0,0.0,1.0,431.9,434.71,425.64,426.06,696142.0
2016-07-26,CMG,431.95,439.24,429.85,430.85,1102229.0,0.0,1.0,431.95,439.24,429.85,430.85,1102229.0
2016-07-25,CMG,443.0,443.5,435.0,441.52,1481226.0,0.0,1.0,443.0,443.5,435.0,441.52,1481226.0
2016-07-22,CMG,414.65,444.13,412.19,442.48,4167945.0,0.0,1.0,414.65,444.13,412.19,442.48,4167945.0
2016-07-21,CMG,419.68,420.16,412.42,418.07,2130360.0,0.0,1.0,419.68,420.16,412.42,418.07,2130360.0
2016-07-20,CMG,415.24,420.62,414.09,419.68,846380.0,0.0,1.0,415.24,420.62,414.09,419.68,846380.0
2016-07-19,CMG,413.91,419.65,413.0,415.31,908027.0,0.0,1.0,413.91,419.65,413.0,415.31,908027.0
2016-07-18,CMG,404.92,410.9,402.26,408.9,750679.0,0.0,1.0,404.92,410.9,402.26,408.9,750679.0
2016-07-15,CMG,409.63,411.94,404.1,404.86,1578804.0,0.0,1.0,409.63,411.94,404.1,404.86,1578804.0
2016-07-14,CMG,420.94,422.18,412.0,417.98,1165237.0,0.0,1.0,420.94,422.18,412.0,417.98,1165237.0
2016-07-13,CMG,411.4,421.97,411.005,416.63,1420480.0,0.0,1.0,411.4,421.97,411.005,416.63,1420480.0
2016-07-12,CMG,405.38,410.66,401.13,408.34,709323.0,0.0,1.0,405.38,410.66,401.13,408.34,709323.0
2016-07-11,CMG,407.01,413.0,402.09,403.18,1009536.0,0.0,1.0,407.01,413.0,402.09,403.18,1009536.0
2016-07-08,CMG,393.0,404.09,392.1,399.71,1070873.0,0.0,1.0,393.0,404.09,392.1,399.71,1070873.0
2016-07-07,CMG,393.99,395.5628,386.1,390.78,1747843.0,0.0,1.0,393.99,395.5628,386.1,390.78,1747843.0
2016-07-06,CMG,393.85,402.06,393.85,401.05,785877.0,0.0,1.0,393.85,402.06,393.85,401.05,785877.0
2016-07-05,CMG,395.0,399.3,391.01,396.38,889070.0,0.0,1.0,395.0,399.3,391.01,396.38,889070.0
2016-07-01,CMG,400.0,405.285,391.51,393.91,1223301.0,0.0,1.0,400.0,405.285,391.51,393.91,1223301.0
2016-06-30,CMG,409.49,409.8707,401.57,402.76,1073913.0,0.0,1.0,409.49,409.8707,401.57,402.76,1073913.0
2016-06-29,CMG,396.43,410.34,395.49,409.49,1016559.0,0.0,1.0,396.43,410.34,395.49,409.49,1016559.0
2016-06-28,CMG,396.39,397.44,389.0,391.67,722495.0,0.0,1.0,396.39,397.44,389.0,391.67,722495.0
2016-06-27,CMG,399.56,400.22,386.7,388.78,1196744.0,0.0,1.0,399.56,400.22,386.7,388.78,1196744.0
2016-06-24,CMG,397.25,413.57,396.75,400.73,1699778.0,0.0,1.0,397.25,413.57,396.75,400.73,1699778.0
2016-06-23,CMG,393.25,413.02,393.2,408.89,1575196.0,0.0,1.0,393.25,413.02,393.2,408.89,1575196.0
2016-06-22,CMG,391.0,396.88,388.18,392.99,864985.0,0.0,1.0,391.0,396.88,388.18,392.99,864985.0
2016-06-21,CMG,399.37,399.66,387.89,391.96,1049891.0,0.0,1.0,399.37,399.66,387.89,391.96,1049891.0
2016-06-20,CMG,399.79,401.96,396.69,396.94,936820.0,0.0,1.0,399.79,401.96,396.69,396.94,936820.0
2016-06-17,CMG,395.5,400.41,393.0,397.27,1275078.0,0.0,1.0,395.5,400.41,393.0,397.27,1275078.0
2016-06-16,CMG,393.24,396.6699,389.59,393.55,1072305.0,0.0,1.0,393.24,396.6699,389.59,393.55,1072305.0
2016-06-15,CMG,396.14,402.3478,389.411,390.31,1200550.0,0.0,1.0,396.14,402.3478,389.411,390.31,1200550.0
2016-06-14,CMG,390.6,395.87,384.77,395.27,1633551.0,0.0,1.0,390.6,395.87,384.77,395.27,1633551.0
2016-06-13,CMG,400.26,405.4032,393.63,394.0,1845889.0,0.0,1.0,400.26,405.4032,393.63,394.0,1845889.0
2016-06-10,CMG,412.56,413.87,403.13,405.26,1562710.0,0.0,1.0,412.56,413.87,403.13,405.26,1562710.0
2016-06-09,CMG,426.12,427.2,415.15,415.79,1196603.0,0.0,1.0,426.12,427.2,415.15,415.79,1196603.0
2016-06-08,CMG,433.0,434.8718,423.0,429.2,990189.0,0.0,1.0,433.0,434.8718,423.0,429.2,990189.0
2016-06-07,CMG,446.56,447.08,432.52,433.39,944055.0,0.0,1.0,446.56,447.08,432.52,433.39,944055.0
2016-06-06,CMG,436.12,446.65,435.0198,445.27,800595.0,0.0,1.0,436.12,446.65,435.0198,445.27,800595.0
2016-06-03,CMG,440.37,441.23,433.64,433.94,874366.0,0.0,1.0,440.37,441.23,433.64,433.94,874366.0
2016-06-02,CMG,433.81,444.5441,433.099,443.49,1019904.0,0.0,1.0,433.81,444.5441,433.099,443.49,1019904.0
2016-06-01,CMG,442.11,443.56,431.3101,432.59,792199.0,0.0,1.0,442.11,443.56,431.3101,432.59,792199.0
2016-05-31,CMG,445.0,446.925,439.13,441.96,983855.0,0.0,1.0,445.0,446.925,439.13,441.96,983855.0
2016-05-27,CMG,452.5,453.525,442.65,445.41,1012995.0,0.0,1.0,452.5,453.525,442.65,445.41,1012995.0
2016-05-26,CMG,452.5,460.77,451.51,452.03,743960.0,0.0,1.0,452.5,460.77,451.51,452.03,743960.0
2016-05-25,CMG,458.5,462.94,455.62,458.04,693693.0,0.0,1.0,458.5,462.94,455.62,458.04,693693.0
2016-05-24,CMG,460.0,461.0399,453.39,457.33,651570.0,0.0,1.0,460.0,461.0399,453.39,457.33,651570.0
2016-05-23,CMG,452.62,467.0,451.07,456.44,1056249.0,0.0,1.0,452.62,467.0,451.07,456.44,1056249.0
